artists,name,year,alternative_method,alternative_cluster
"Bala, Bombom e Chocolate",Fissuras de um Casal,1999,dbscan,0
"G&G Sindikatas, Pushaz","Tyliai ""Padlos""!!! (feat. Pushaz)",1999,dbscan,0
"Mark Chesnutt, George Jones, Vince Gill, Patty Loveless, Garth Brooks, Clint Black, Alan Jackson, Travis Tritt, Joe Diffie, Pam Tillis, T. Graham Brown",I Don't Need Your Rockin' Chair - Version w/special guests,1999,dbscan,0
Nut Meria,ของขวัญวันปวดใจ,1999,dbscan,0
Müslüm Gürses,Altın Hızma,1999,dbscan,0
Los Diablitos,Cuando Casi Te Olvidaba,1999,dbscan,0
陳建年,鄉愁,1999,dbscan,0
Cypress Hill,Latino Lingo (Latin Lingo) - Spanish Edit,1999,dbscan,0
Sam Hui,鐵塔凌雲,1999,dbscan,0
Gaelic Storm,Drink The Night Away,1999,dbscan,0
John Prine,In Spite of Ourselves,1999,dbscan,0
Malacates Trebol Shop,40R,1999,dbscan,0
Musikatha,Masiglang Umawit (Live),1999,dbscan,0
Hillsong Worship,Sing Of Your Great Love,1999,dbscan,0
Jolina Magdangal,Tameme,1999,dbscan,0
Ronaldo Viola e João Carvalho,Viola Pagodeira,1999,dbscan,0
Collective Soul,Run,1999,dbscan,0
Mar de Copas,La Máquina del Tiempo,1999,dbscan,0
Iné Kafe,Porad si sam,1999,dbscan,0
Harry Belafonte,Jump in the Line,1999,dbscan,0
Matthew Good Band,Load Me Up,1999,dbscan,0
Notis Sfakianakis,Astra Mi Me Malonete - Live,1999,dbscan,-1
Cursi,La Pachanga Falsa,1999,dbscan,0
BUMP OF CHICKEN,アルエ,1999,dbscan,0
Trio Parada Dura,Avião Das Nove,1999,dbscan,0
Yıldırım Gürses,Son Mektup,1999,dbscan,0
Chrisye,Cintaku,1999,dbscan,0
Los Manseros Santiagueños,Que Viva Todo Santiago,1999,dbscan,0
TKKG,116 - Klassenfahrt zur Hexenburg - Teil 02,1999,dbscan,-1
Fabrizio De André,Nell'acqua della chiara fontana,1999,dbscan,0
Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",1999,dbscan,0
Knesiyat Hasechel,היינו עושים אהבה,1999,dbscan,0
"Udit Narayan, Alka Yagnik",Chand Chhupa Badal Mein,1999,dbscan,0
Los Abuelos De La Nada,Sin Gamulán,1999,dbscan,0
Johnny Madsen,Checkpoint Charlie,1999,dbscan,0
"Sting, Cheb Mami",Desert Rose,1999,dbscan,0
Trio Parada Dura,Me Mata De Uma Vez,1999,dbscan,0
Tribo De Jah,Azul da cor do mar - Ao vivo,1999,dbscan,0
João Nogueira,Boteco do Arlindo,1999,dbscan,0
Aleksandr Galich,Kogda ja vernus',1999,dbscan,-1
Power Station,愛情鋼索,1999,dbscan,0
William Ross,Will Grows Up,1999,dbscan,0
Mr. Pookie,Crook for Life,1999,dbscan,0
Los Santos Dumont,Ayer,1999,dbscan,0
Banda Cuisillos,Hasta La Eternidad,1999,dbscan,0
Tripes,Ime Elafris,1999,dbscan,0
"JAY-Z, Amil, Beanie Sigel",Do It Again (Put Ya Hands Up),1999,dbscan,0
Ornatos Violeta,Pára De Olhar Para Mim,1999,dbscan,0
Savage Garden,I Knew I Loved You,1999,dbscan,0
"De La Soul, Chaka Khan",All Good,1999,dbscan,0
Puerto Seguro,Camino Verdad y Vida - Remastered 2020,1999,dbscan,0
Juan Harvey Caycedo,El Anima de Santa Helena,1999,dbscan,0
Maor Cohen,מה ידוע על היום הזה,1999,dbscan,0
El Guato,Comando V.G.,1999,dbscan,0
Kurban,Gelme,1999,dbscan,0
Sálin hans Jóns míns,Gagntekinn,1999,dbscan,0
Maranatha! Music,He Is Exalted/Great Is The Lord - Medley,1999,dbscan,0
dEUS,"One Advice, Space - Remastered",1999,dbscan,0
"金門王, 李炳輝",來去夏威夷,1999,dbscan,0
Louis Prima,"Oh, Marie - Remastered 1999",1999,dbscan,0
Stefan Raab,Maschen-Draht-Zaun (Radio Edit),1999,dbscan,0
"Ramona Galarza, Tarrago Ros",Siete Higueras,1999,dbscan,0
Jatin-Lalit,Pyar Ke Liye,1999,dbscan,0
林志炫,征服,1999,dbscan,0
Tootsie Guevara,Kaba,1999,dbscan,0
พีระพงษ์-จิตสุดา,สิ้นเยื้อขาดใย,1999,dbscan,0
BLACK CATS,東京ストリート・ロッカー,1999,dbscan,0
Briohny,ฝันกลางวัน,1999,dbscan,0
Jaspinder Narula,Sabki Baaratein Aayi,1999,dbscan,0
Luxus Leverpostei,Kim & Fredrik,1999,dbscan,0
Los Hermanos,Pierrot,1999,dbscan,0
Hi-STANDARD,DEAR MY FRIEND,1999,dbscan,0
Maná,Ana - Unplugged,1999,dbscan,0
Filippa Giordano,Habanera,1999,dbscan,0
"Lenine, Rodolfo, Digão",Na Pressão (feat. Rodolfo & Digão),1999,dbscan,0
Chinaski,Nu pagadi!,1999,dbscan,0
"Anie Carera, Deddy Dores",Air Mata Rindu,1999,dbscan,0
Nadide Sultan,Konyalım,1999,dbscan,0
El Tri,María Sabina,1999,dbscan,0
In Extremo,Spielmannsfluch,1999,dbscan,0
Sertab Erener,Gece Kraliçesi,1999,dbscan,0
"Shankar Mahadevan, Damyanti Bardai, KK, Jyotsana Hardikar",Kaipoche,1999,dbscan,0
Smash Mouth,All Star,1999,dbscan,0
In Flames,Colony,1999,dbscan,0
Music For Little People Choir,Hokey Pokey,1999,dbscan,0
Saez,J'Veux M'En Aller,1999,dbscan,0
Los Olimareños,Ya Comienza,1999,dbscan,0
Laurika Rauch,Op Blouberg Se Strand,1999,dbscan,0
Talam,Kadhal Yogi,1999,dbscan,0
Stevie Wonder,As,1999,dbscan,0
"Santana, Eric Clapton",The Calling (feat. Eric Clapton),1999,dbscan,0
Cássia Eller,Gatas Extraordinárias,1999,dbscan,0
Enrique Iglesias,You're My #1,1999,dbscan,0
Los Muertos de Cristo,Abre los Ojos,1999,dbscan,0
Mo' Horizons,Yes Baby Yes,1999,dbscan,-1
TKKG,117 - Im Schloss der schlafenden Vampire - Teil 17,1999,dbscan,-1
Die drei ???,087 - Wolfsgesicht - Teil 36,1999,dbscan,-1
Totta Näslund,Jungman Jansson,1999,dbscan,0
Toño Rosario,Alegria,1999,dbscan,0
Luis Miguel,Soy yo,1999,dbscan,0
Spider,Phobia,1999,dbscan,0
とんねるず,情けねえ,1999,dbscan,0
Banda Pequeños Musical,El retrato de mamá,1999,dbscan,0
Vidar Lønn-Arnesen,Emil I Lønneberget,1999,dbscan,0
98º,I Do (Cherish You),1999,dbscan,0
Backstreet Boys,The Perfect Fan,1999,dbscan,0
Happy Mondays,24 Hour Party People,1999,dbscan,0
Def Leppard,To Be Alive,1999,dbscan,0
Die Flippers,Der Hit-auf-Hit-Party-Mix,1999,dbscan,0
"Articolo 31, Kurtis Blow",Perché si! (feat. Kurtis Blow),1999,dbscan,0
"Tempo, Gastam",Siempre Listo,1999,dbscan,0
K. J. Yesudas,Daiva Sneham,1999,dbscan,0
Selena,No Me Queda Más,1999,dbscan,0
張栢芝,目的地,1999,dbscan,0
Bloodhound Gang,Three Point One Four,1999,dbscan,0
Los Forasteros,Lo He Intentado Todo,1999,dbscan,0
Manzanita,Sobreviviré,1999,dbscan,0
Billy Paul,Me and Mrs. Jones,1999,dbscan,0
Mickey Taveras,Cuando Acaba el Placer,1999,dbscan,0
Sandra,Johnny Wanna Live,1999,dbscan,0
Zap Mama,Iko-Iko,1999,dbscan,0
Shed Seven,Disco Down,1999,dbscan,0
S Club 7,You're My Number One,1999,dbscan,0
Fonky Family,Sans titre,1999,dbscan,0
"James Ingram, Dolly Parton",The Day I Fall In Love - Featuring Dolly Parton,1999,dbscan,0
Gunni og Felix,"Lok, lok og læs",1999,dbscan,0
Panteon Rococo,Cúrame,1999,dbscan,0
Albert Hammond,Everything I Want To Do,1999,dbscan,0
Toni Dimitrova,"Как си, Тони?",1999,dbscan,0
Jorge Oñate,El Alto Del Rosario,1999,dbscan,0
South Park Mexican,High so High,1999,dbscan,0
Loreena McKennitt,Dante's Prayer,1999,dbscan,0
Disney - Der König der Löwen,Kapitel 06: Der König der Löwen 2 - Simbas Königreich,1999,dbscan,-1
Bang Gang,So Alone,1999,dbscan,-1
Notis Sfakianakis,Ti Tou Les Ke Ti Sou Lei - Live,1999,dbscan,0
Gunni og Felix,Jói og baunagrasið,1999,dbscan,0
Number Girl,桜のダンス,1999,dbscan,-1
PREMIER,Hlupaku najdu te,1999,dbscan,0
Lacrimosa,Alleine Zu Zweit,1999,dbscan,0
"Rachid Taha, Khaled, Faudel",Ya Rayah,1999,dbscan,0
Julio Preciado Y Su Banda Perla Del Pacifico,Un Rinconcito en el Cielo,1999,dbscan,0
Hikaru Utada,Movin'on without you,1999,dbscan,0
Ebru Gündeş,Unuturum (Kabahatin Çoğu Sende),1999,dbscan,0
Lootpack,Whenimondamic,1999,dbscan,0
"Freundeskreis, Joy Denalane",Mit dir (feat. Joy Denalane) - FK Radio Edit,1999,dbscan,0
Markoolio,Sola och bada i Pina Colada,1999,dbscan,0
Eddy Mitchell,Alice,1999,dbscan,0
"Pelle Politibil, Steinar Toftesund, Lennart Mårli",Pelle Politibil - 1,1999,dbscan,0
"Abhijeet, Alka Yagnik",Hum To Deewane Huye,1999,dbscan,0
Grupo Tentacion,Basura Y Lodo,1999,dbscan,0
Müslüm Gürses,Bakma Bana Öyle,1999,dbscan,0
Mike Ness,The Devil In Miss Jones,1999,dbscan,0
Locomotiv GT,Neked írom a dalt,1999,dbscan,0
Intocable,Costumbre,1999,dbscan,0
Mario Pereyra y Su Banda,Nemecio (En Vivo),1999,dbscan,0
Popeda,Mayday Mayday,1999,dbscan,0
Kayahan,Yine Şişe Bitecek,1999,dbscan,0
Picazzo,Marie,1999,dbscan,0
Glen Lucas,It Must Have Been Love,1999,dbscan,-1
Claus Hempler,Summer Has Gone,1999,dbscan,-1
Aaron Y Su Grupo Ilusion,Enamorada de un amigo mio,1999,dbscan,0
David Tao,找自己,1999,dbscan,0
Heideroosjes,Iedereen Is Gek,1999,dbscan,0
Marc Anthony,Muy Dentro De Mí (You Sang To Me) - Spanish Version,1999,dbscan,0
Luis Enrique Ascoy,Credo,1999,dbscan,0
Dolphin,Я буду жить,1999,dbscan,0
Gil Semedo,Nos Lider,1999,dbscan,0
Bubbi Morthens,Syneta,1999,dbscan,0
"Bomfunk MC's, Kärtsy",Sky's The Limit - Radio Edit,1999,dbscan,0
Futuro Incierto,Sabor Amargo,1999,dbscan,0
Medicine,Derita Seorang Filosuf,1999,dbscan,0
Neşet Ertaş,Zahide,1999,dbscan,0
Pato Fu,Depois,1999,dbscan,0
Rabito,Un Mundo Diferente,1999,dbscan,0
Musikatha,Itatanghal Kita (Live),1999,dbscan,0
El Tri,Nostalgia,1999,dbscan,0
Rowwen Hèze,Auto Vliegtuug,1999,dbscan,0
Willy Chirino,Son De La Loma/Veneracion,1999,dbscan,0
Los Ángeles Azules,Que Tonto Fui,1999,dbscan,0
A-Mei Chang,日出,1999,dbscan,0
Alka Yagnik,Dilbar Dilbar,1999,dbscan,0
Beyond,不見不散,1999,dbscan,0
Red Hot Chili Peppers,Right on Time,1999,dbscan,0
Fabrizio De André,Verranno a chiederti del nostro amore,1999,dbscan,0
Serdar Ortaç,Bunca Yıl,1999,dbscan,0
Hermana Reyna,Alas de Paloma,1999,dbscan,0
Andreas Johnson,Glorious,1999,dbscan,0
Shades Apart,Stranger By The Day,1999,dbscan,0
Globi,S' gaat wiiter mit S' usverchaufti Stadion,1999,dbscan,0
Prāta Vētra,Acīmredzamais,1999,dbscan,0
Trio Parada Dura,A Moça Do Carro De Boi,1999,dbscan,0
José Alfredo Jimenez,Tu Enamorado,1999,dbscan,0
"Bernadette Peters, Tom Wopat",Anything You Can Do,1999,dbscan,0
Tim McGraw,My Next Thirty Years,1999,dbscan,0
Project Pat,Rinky Dink II/We're Gonna Rumble,1999,dbscan,0
"Jorma Kaariainen, Agents",Idän Ja Lännen Tiet,1999,dbscan,0
Suicide,Dream Baby Dream,1999,dbscan,0
Jean Carlos,Tu Amante en Secreto,1999,dbscan,0
Sonido Caracol,Para Decir Adiós,2000,dbscan,0
Silverchair,Anthem for the Year 2000,2000,dbscan,0
"Fat Cap, Jaeyez, JoeyStarr",Comme des fous ! (feat. JoeyStarr),2000,dbscan,0
"Beto Zabaleta, Emiliano Zuleta",Poquito a Poquito,2000,dbscan,0
Boney M.,Happy Song,2000,dbscan,0
Jorge Aragão,Só por um momento - Ao vivo,2000,dbscan,0
Yusuf / Cat Stevens,Father And Son,2000,dbscan,0
Armonia 10,Dios Mio Hasta Que Me Enamore,2000,dbscan,0
"Dj Thomilla, Afrob",Get Up (Radio Edit),2000,dbscan,0
Diante do Trono,A Vitória da Cruz - Ao Vivo,2000,dbscan,0
Otpetye Moshenniki,Не говори мне ничего,2000,dbscan,0
Első Emelet,"Állj, vagy lövök!",2000,dbscan,0
Rauschangriff,BCSUE,2000,dbscan,-1
Mindless Self Indulgence,Faggot,2000,dbscan,0
Leon Lai,及時擁抱,2000,dbscan,0
"Finn Kalvik, Cajsa Stina Åkerström",Trøstevise - Tröstevisa,2000,dbscan,0
MEGA NRG MAN,Grand Prix - Extended Version,2000,dbscan,0
Jaishree Shivram,Ishq Hai Ishq Hai,2000,dbscan,0
Fahrenheit,Kasih Orang Muda,2000,dbscan,0
Chilam,愛情已死,2000,dbscan,0
Elán,Pretlacanie so zivotom,2000,dbscan,0
Zouzounia,I Giagia Mas I Kali,2000,dbscan,0
Mary Beth Maziarz,Daydream Believer,2000,dbscan,0
Liviu Vasilica,Mult Mi-E Gheorghe Băutor,2000,dbscan,0
Zemfira,Искала,2000,dbscan,0
Leningrad,Когда нет денег,2000,dbscan,0
Elena Kuschnerova,Scriabin - 24 Preludes Op.11 No.22,2000,dbscan,0
Die drei ???,089 - Tödliche Spur - Teil 33,2000,dbscan,0
Republic,A 67-es út,2000,dbscan,0
"Ethnix, Rita",אגדת השמש והירח,2000,dbscan,0
Bone Thugs-N-Harmony,Weedman,2000,dbscan,0
Wilfrido Vargas,Abusadora,2000,dbscan,0
DA PUMP,We can't stop the music,2000,dbscan,0
Strumparnir,Geimstrumparnir (Marsbúa cha cha cha),2000,dbscan,0
Billy Joel,"The Ballad of Billy the Kid - Live at Madison Square Garden, New York, NY - December 31, 1999",2000,dbscan,0
Infectzia,בקבוק עליי,2000,dbscan,0
Kittie,Charlotte,2000,dbscan,0
Backstreet Boys,More Than That,2000,dbscan,0
Tootsie Guevara,Nang Dahil Sa Pag-Ibig,2000,dbscan,0
"DJ Luck & MC Neat, J.J",Ain't No Stoppin Us - Oracles Remix,2000,dbscan,0
Andrés Calamaro,No se puede vivir del amor,2000,dbscan,0
Barbara Ray,Silver Threads & Golden Needle,2000,dbscan,0
Zezé Di Camargo & Luciano,Cada Volta é um Recomeço - Ao Vivo,2000,dbscan,0
Amr Diab,We Heya Amla Eh,2000,dbscan,0
サザンオールスターズ,LOVE AFFAIR~秘密のデート,2000,dbscan,0
Nelly,St. Louie,2000,dbscan,0
Čechomor,Slunecko,2000,dbscan,0
Fintelligens,Kellareiden kasvatit,2000,dbscan,0
Lulu Santos,Sereia / De Repente Califórnia / Como uma Onda (Zen Surfismo),2000,dbscan,0
Francisco Céspedes,Dónde está la vida,2000,dbscan,0
Shotei Hanevuah,אין אני,2000,dbscan,0
Benjamin Dube,Bless The Lord,2000,dbscan,0
The 69 Eyes,Gothic Girl,2000,dbscan,0
"郭香蘭, 金澎",古錐的囝仔,2000,dbscan,-1
Mehmet Demirtaş,Çekirge,2000,dbscan,0
De Palmas,J'en rêve encore - Radio Edit,2000,dbscan,0
Pete Escovedo,Te Vas,2000,dbscan,0
Kabát,V Pekle Sudy Válej,2000,dbscan,0
"Alka Yagnik, Udit Narayan",Shukriya Shukriya,2000,dbscan,0
Los Iracundos,Y Me Quedé en el Bar,2000,dbscan,0
Uncle Kracker,Follow Me,2000,dbscan,0
"Stefanie Sun, Lin Zheng-Zhong",愛情證書,2000,dbscan,0
Lulu Santos,A Cura,2000,dbscan,-1
Paola Turci,Questione di sguardi (This Kiss),2000,dbscan,0
Lakhbir Singh Lakkha,Ram Na Milenge Hanuman Ke Bina,2000,dbscan,0
Sentenced,Bleed In My Arms,2000,dbscan,0
Musiq Soulchild,Love,2000,dbscan,0
"林千郁, 林真如",對語,2000,dbscan,-1
Super Grupo Colombia,Cumbia De Los Estados,2000,dbscan,0
Maleehuana,แสงจันทร์,2000,dbscan,0
Müslüm Gürses,Biz Babadan Böyle Gördük,2000,dbscan,0
Gunilla Bergström,Virkelige Venners Vise-Viktor,2000,dbscan,0
Yonderboi,Pabadam,2000,dbscan,0
Vicky Leandros,Ich liebe das Leben,2000,dbscan,0
Hawkeye,Money Making Guy,2000,dbscan,0
José Alfredo Jimenez,Yo,2000,dbscan,0
Marco Sison,Iisa Pa Lamang,2000,dbscan,0
"Julio Iglesias, Alejandro Fernández","Dos Corazones, Dos Historias (Dos Corações E Uma Historia)",2000,dbscan,0
Tripti Shakya,Kabhi Ram Banke Kabhi Shyam Banke,2000,dbscan,0
Ales Brichta,Dívka S Perlami Ve Vlasech,2000,dbscan,0
Jagjit Singh,Tumne Dil Ki Baat Keh Di,2000,dbscan,0
Horkýže Slíže,Strasne Ma Bavi Tento Svet,2000,dbscan,0
Reincidentes,¡Ay! Dolores,2000,dbscan,0
Gunilla Bergström,"Fortelling: Hokus-Pokus, Albert Åberg",2000,dbscan,0
Floorfilla,The Hypno,2000,dbscan,0
BLØF,Engel Voor Één Dag,2000,dbscan,0
Los Cafres,Objeto Sexual,2000,dbscan,0
Bodyjar,Not the Same,2000,dbscan,0
MISIA,It's just love,2000,dbscan,0
Cornelia Catanga,Aș Da Zile De La Mine,2000,dbscan,0
Chikano Uruguay,Cariñito,2000,dbscan,0
Darude,Sandstorm,2000,dbscan,0
El Coyote Y Su Banda Tierra Santa,El Cachanilla,2000,dbscan,0
Chet Atkins,Guitars On Parade - Buddha Remastered - 2000,2000,dbscan,0
DALI,ムーンライト伝説,2000,dbscan,0
Republic,Ne meneküljek,2000,dbscan,0
Esat Kabaklı,Bil Oğlum,2000,dbscan,0
Bi-2,Никто не придёт,2000,dbscan,0
Samudera,Sudah Takdir Begitu,2000,dbscan,0
"Memphis Bleek, JAY-Z, Missy Elliott, Twista",Is That Your Chick (The Lost Verses),2000,dbscan,0
Yavuz Bingöl,Sele Verseydim,2000,dbscan,0
Joe,I Wanna Know,2000,dbscan,0
"Erik Satie, Claude Debussy, Orchestre Symphonique et Lyrique de Nancy, Jerome Kaltenbach",3 Gymnopedies (orch. Debussy): No. 1: Lent et douloureux (orch. Debussy),2000,dbscan,0
P.I.F.,Prikazka,2000,dbscan,0
The Style Council,Shout To The Top,2000,dbscan,0
"хор ""Бодра смяна""",Снежният човек,2000,dbscan,0
kent,En helt ny karriär II,2000,dbscan,0
Barcode Brothers,It's A Fine Day,2000,dbscan,0
Xuxa,Batatinha Bem Quentinha,2000,dbscan,0
Inspiraciòn,Joel 2:16-19,2000,dbscan,0
The Whites,Keep On The Sunny Side,2000,dbscan,0
Nicky Astria,Biar Semua Hilang,2000,dbscan,0
Martín Buscaglia,Mil Cosas,2000,dbscan,0
K.I.D.,Ya Llego Mi Tiempo,2000,dbscan,0
"Hva Snakker Du Om?, Anders Matthesen, Bossy Bo",Ludo,2000,dbscan,0
"Stefanie Sun, Huang Adam",害怕,2000,dbscan,0
BUMP OF CHICKEN,続・くだらない唄,2000,dbscan,0
Marco Borsato,Binnen,2000,dbscan,0
Thaitanium,Hea Woy! - Remastered,2000,dbscan,0
Florent Pagny,Châtelet Les Halles,2000,dbscan,0
Norma Sheffield,If You Wanna Stay - Extended Mix,2000,dbscan,0
Eros Ramazzotti,Un Angelo Non E',2000,dbscan,0
Sade,The Sweetest Gift,2000,dbscan,0
EDDA Művek,Gyere őrült,2000,dbscan,0
Los inquietos del vallenato,Cuanto Te Amo,2000,dbscan,0
Marino,No Sube Mi Oracion,2000,dbscan,0
Mayday,雨眠,2000,dbscan,0
Ratones Paranoicos,Rock del Pedazo,2000,dbscan,0
Buttercup,Endalausar nætur,2000,dbscan,0
"Nurit Hirsh, Dalik Wollinitz, Sharon Shahal",חתול קטן וג'ינג'י,2000,dbscan,0
Groove Armada,At the River,2000,dbscan,0
Norman Blake,You Are My Sunshine,2000,dbscan,0
Eminem,Drug Ballad,2000,dbscan,0
"Dan Zanes, Friends, Donald Saaf, The Rocket Ship Singers",Bushel And A Peck,2000,dbscan,0
Ilkay Akkaya,Yol,2000,dbscan,0
Mark Knopfler,What It Is,2000,dbscan,0
Mariah Carey,Against All Odds (Take A Look at Me Now) - Mariah Only,2000,dbscan,0
Ronan Keating,Lovin' Each Day,2000,dbscan,0
The Associates,2000 Years of Mental Torture,2000,dbscan,0
"Ana Torroja, Miguel Bosé",Duende,2000,dbscan,0
Gluntan,Det e' fredag,2000,dbscan,0
R. Kelly,All I Really Want,2000,dbscan,0
Grupo Karicia,Si Quieres,2000,dbscan,0
Mœnia,Manto Estelar,2000,dbscan,0
"Armando Manzanero, Café Quijano",Esperaré (feat. Café Quijano),2000,dbscan,0
Rif,Lo Toe Ye,2000,dbscan,0
Maria Tănase,Cine Iubește Și Lasă,2000,dbscan,0
Lyube,Прорвемся! (Опера`),2000,dbscan,0
"Farid Ortiz, Negrito Osorio",Para Que No Me Olvides,2000,dbscan,0
Shakira,Si Te Vas - En Vivo,2000,dbscan,0
K. Veeramani,Pallikkattu Sabarimalaikku - Revival,2000,dbscan,0
Gunilla Bergström,Hokus-Pokus,2000,dbscan,0
Desi Slava,Goreshti strasti,2000,dbscan,0
"Ennio Morricone, Accademia Musicale Italiana",Malena,2000,dbscan,0
Grupo Yoga,Pensando en Ti,2000,dbscan,0
Johnny Cash,I See A Darkness,2000,dbscan,0
Fintelligens,7 Veljestä,2000,dbscan,0
Jurassic 5,Concrete & Clay,2000,dbscan,0
Fred Mollin,Baby Mine,2000,dbscan,0
"Elba Ramalho, Zé Ramalho, Geraldo Azevedo",Caravana - Ao Vivo,2000,dbscan,0
JUSTYNA I PIOTR,TY I JA /CI SARA,2000,dbscan,0
Fred Bongusto,"Spaghetti, pollo, insalatina e una tazzina di caffè",2000,dbscan,0
Gemelli Diversi,Musica,2000,dbscan,0
Warren Zevon,My Shit's Fucked Up,2000,dbscan,0
"Mystik, White & Spirit, K-Reen",Le fruit défendu,2000,dbscan,0
Powderfinger,These Days,2000,dbscan,0
Cultura Profética,No Me Busques - En Vivo,2000,dbscan,0
Büne Huber,Juanita La Luna,2000,dbscan,0
Johnny Dread,Who We Are,2000,dbscan,0
Ingemars,Bre dine vinger,2000,dbscan,0
Chet Atkins and his Gallopin' Guitar,The Bells Of St. Mary's - Buddha Remastered - 2000,2000,dbscan,-1
Yaşar Özel,Avuçlarımda Hala Sıcaklığın Var İnan,2000,dbscan,0
Lou Reed,Rouge,2000,dbscan,-1
The Tragically Hip,My Music At Work,2000,dbscan,0
Divididos,Casi Estatua,2000,dbscan,0
"Chet Atkins, Hank Snow",Silver Bell - Buddha Remastered - 2000,2000,dbscan,0
Powderfinger,Waiting For The Sun,2000,dbscan,-1
Billy Joel,"Dance to the Music - Live at Madison Square Garden, New York, NY - December 31, 1999",2000,dbscan,0
Loso,แทบขาดใจ,2000,dbscan,-1
"Viktors Lapčenoks, Nora Bumbiere",Sikspārņa Fledermauša Dziesma,2000,dbscan,0
Jamrud,Jauh (Andaikan...),2000,dbscan,0
Hans Söllner,Der letzte Bayer,2000,dbscan,-1
Masaharu Fukuyama,桜坂,2000,dbscan,0
Sarit Hadad,רק שתדע את האמת,2000,dbscan,0
El Barrio,La Fuente del Deseo,2000,dbscan,0
Siakol,Balang Araw,2000,dbscan,0
Utangarðsmenn,Tango,2000,dbscan,-1
Maciej Zembaty,Tańcz mnie po miłości kres,2000,dbscan,0
陶莉萍,好想再聽一遍,2000,dbscan,0
Hi-STANDARD,CAN'T HELP FALLING IN LOVE,2000,dbscan,0
Kaliber 44,Wena,2000,dbscan,-1
98º,My Everything,2000,dbscan,0
"Nurit Hirsh, Dalik Wollinitz, Sharon Shahal",כרוב ירוק,2000,dbscan,0
Mala Fama,Soy Mala Fama,2000,dbscan,0
堪布貝瑪千貝仁波切,六字大明咒,2000,dbscan,0
Lunatic,Intro,2000,dbscan,0
Agua Marina,Porque Me Engañaste,2000,dbscan,0
Die drei ???,091 - Labyrinth der Götter - Teil 09,2000,dbscan,0
Millencolin,No Cigar,2000,dbscan,0
Teoman,Zamparanın Ölümü,2000,dbscan,0
Prāta Vētra,Esam Un Būsim,2000,dbscan,0
Zouzounia,Platho Koulourakia,2000,dbscan,0
Chet Atkins,The Jitterbug Waltz - Buddha Remastered - 2000,2000,dbscan,-1
Super Glue,ถามใจ,2000,dbscan,0
The Dandy Warhols,Godless,2000,dbscan,0
Muñequita Sally,El Amor No Tiene Precio,2000,dbscan,0
"Body, Soul.",Super femei,2000,dbscan,0
B.U.G. Mafia,Tine-O Tot Asa,2000,dbscan,0
"Padre Marcelo Rossi, Chitãozinho & Xororó",Parabéns Pra Jesus - Ao Vivo,2000,dbscan,-1
Trio Matamoros,Son de la Loma,2000,dbscan,0
Los Chaque's,Mago del Tiempo,2000,dbscan,0
Eikichi Yazawa,トラベリン・バス,2000,dbscan,0
GusGus,Ladyshave,2000,dbscan,0
Intocable,Ayúdame,2000,dbscan,0
湯蘭花,登月之歌,2000,dbscan,0
Mirage,Музыка нас связала,2000,dbscan,0
Ricky Nelson,A Teenager's Romance,2000,dbscan,0
VIA Gra,Попытка № 5,2001,dbscan,0
La Ley,Fuera de mí,2001,dbscan,0
Ludovico Einaudi,In Un'Altra Vita,2001,dbscan,0
Efrat Ben Zur,צוללת,2001,dbscan,0
Lisa Nilsson,Säg det igen,2001,dbscan,0
Joan Sebastian,Sangoloteadito,2001,dbscan,0
Village People,Y.M.C.A.,2001,dbscan,0
Mo' Horizons,Dance Naked Under Palmtrees,2001,dbscan,-1
Brooks & Dunn,Ain't Nothing 'Bout You,2001,dbscan,0
"Jikki, Sunitha, Sandhya",Alanati Ramachandrudu,2001,dbscan,0
Toots & The Maytals,Funky Kingston,2001,dbscan,0
Padi,Bayangkanlah,2001,dbscan,0
Rammstein,Rein raus,2001,dbscan,0
Ventania,Marasmo,2001,dbscan,0
Lou-Kass,Hipnotizados,2001,dbscan,0
Ludovico Einaudi,I Giorni,2001,dbscan,0
2002,Summer of 300 Years,2001,dbscan,0
Alejandro Sanz,Lo que fui es lo que soy - Unplugged,2001,dbscan,0
Hampenberg,Ducktoy - Short Cut,2001,dbscan,0
Leevi and the leavings,Ihanasti sanottu,2001,dbscan,0
李豔秋,兒歌_水果 比對練習(一),2001,dbscan,-1
Yölintu,Rakkaus on sininen - L'amour est bleu,2001,dbscan,0
Fish Leong,無條件為你,2001,dbscan,0
Miguel Bosé,Gulliver,2001,dbscan,0
Godhead,Eleanor Rigby,2001,dbscan,0
Antonello Venditti,Che C'è,2001,dbscan,0
Agua Bella,Porque Porque,2001,dbscan,0
Gerald Levert,Made to Love Ya,2001,dbscan,0
Hillsong Worship,To You,2001,dbscan,0
John Butler Trio,Betterman,2001,dbscan,0
Falguni Pathak,Mithe Ras Se,2001,dbscan,0
Rob Zombie,Feel So Numb,2001,dbscan,0
LOVE PSYCHEDELICO,These days,2001,dbscan,0
Jenny Tseng,魯冰花,2001,dbscan,0
"Morodo, Souchi",Babilonia,2001,dbscan,0
aiko,夏服,2001,dbscan,0
The Cure,The Lovecats,2001,dbscan,0
"Paul Mac, Peta Morris",Just The Thing,2001,dbscan,0
Cássia Eller,O Segundo Sol - Ao Vivo,2001,dbscan,0
